"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2016","Centre (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Basse-Normandie (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","307.56",""
"2016","Basse-Normandie (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","15.12",""
"2016","Basse-Normandie (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Bourgogne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","612.52",""
"2016","Bourgogne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","24.10",""
"2016","Bourgogne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord - Pas-de-Calais (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","368.23",""
"2016","Nord - Pas-de-Calais (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","6.22",""
"2016","Nord - Pas-de-Calais (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord - Pas-de-Calais (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","368.23",""
"2016","Nord - Pas-de-Calais (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","6.22",""
"2016","Nord - Pas-de-Calais (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Est (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","754.11",""
"2016","Est (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","17.32",""
"2016","Est (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lorraine (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","435.43",""
"2016","Lorraine (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","15.66",""
"2016","Lorraine (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Alsace (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","184.85",""
"2016","Alsace (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.31",""
"2016","Alsace (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Franche-Comté (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","133.83",""
"2016","Franche-Comté (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.35",""
"2016","Franche-Comté (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Ouest (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2,086.54",""
"2016","Ouest (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","58.26",""
"2016","Ouest (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Pays de la Loire (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","712.28",""
"2016","Pays de la Loire (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","20.40",""
"2016","Pays de la Loire (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Bretagne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","588.26",""
"2016","Bretagne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","8.88",""
"2016","Bretagne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Poitou-Charentes (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","786.00",""
"2016","Poitou-Charentes (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","28.98",""
"2016","Poitou-Charentes (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sud-Ouest (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,252.96",""
"2016","Sud-Ouest (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","40.19",""
"2016","Sud-Ouest (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Aquitaine (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","471.51",""
"2016","Aquitaine (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","5.04",""
"2016","Aquitaine (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Midi-Pyrénées (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","685.47",""
"2016","Midi-Pyrénées (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","34.22",""
"2016","Midi-Pyrénées (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Limousin (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","95.98",""
"2016","Limousin (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.93",""
"2016","Limousin (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centre-Est (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","556.42",""
"2016","Centre-Est (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","10.02",""
"2016","Centre-Est (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Rhône-Alpes (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","316.67",""
"2016","Rhône-Alpes (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.98",""
"2016","Rhône-Alpes (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Auvergne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","239.76",""
"2016","Auvergne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.04",""
"2016","Auvergne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Méditerranée (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","192.47",""
"2016","Méditerranée (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","11.31",""
"2016","Méditerranée (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Languedoc-Roussillon (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","108.44",""
"2016","Languedoc-Roussillon (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","8.89",""
"2016","Languedoc-Roussillon (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provence-Alpes-Côte d'Azur (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","82.49",""
"2016","Provence-Alpes-Côte d'Azur (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.39",""
"2016","Provence-Alpes-Côte d'Azur (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Corse (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1.54",""
"2016","Corse (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.03",""
"2016","Corse (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Départements d'outre-mer (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.21",""
"2016","Départements d'outre-mer (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.19",""
"2016","Départements d'outre-mer (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guadeloupe (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2016","Guadeloupe (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.01",""
"2016","Guadeloupe (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Martinique (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.01",""
"2016","Martinique (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2016","Martinique (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guyane (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.10",""
"2016","Guyane (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2016","Guyane (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","La Réunion (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.09",""
"2016","La Réunion (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.19",""
"2016","La Réunion (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Mayotte (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.01",""
"2016","Mayotte (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2016","Mayotte (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Départements d'outre-mer (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Départements d'outre-mer (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Départements d'outre-mer (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guadeloupe (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guadeloupe (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guadeloupe (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Martinique (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Martinique (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Martinique (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guyane (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guyane (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Guyane (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Réunion (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Réunion (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Réunion (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Croatia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","508.66",""
"2016","Croatia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.25",""
"2016","Croatia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Hrvatska","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","528.47",""
"2016","Hrvatska","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.25",""
"2016","Hrvatska","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Jadranska Hrvatska","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","12.61",""
"2016","Jadranska Hrvatska","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.02",""
"2016","Jadranska Hrvatska","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Kontinentalna Hrvatska","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","515.85",""
"2016","Kontinentalna Hrvatska","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.23",""
"2016","Kontinentalna Hrvatska","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sjeverozapadna Hrvatska (former statistical region)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sjeverozapadna Hrvatska (former statistical region)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sjeverozapadna Hrvatska (former statistical region)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sredisnja i Istocna (Panonska) Hrvatska (former statistical region)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sredisnja i Istocna (Panonska) Hrvatska (former statistical region)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sredisnja i Istocna (Panonska) Hrvatska (former statistical region)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Italy","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","3,256.99",""
"2016","Italy","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","87.42",""
"2016","Italy","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Ovest","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Ovest","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Ovest","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Piemonte","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Piemonte","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Piemonte","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Valle d'Aosta/Vallée d'Aoste","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Valle d'Aosta/Vallée d'Aoste","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Valle d'Aosta/Vallée d'Aoste","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Liguria","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Liguria","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Liguria","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lombardia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lombardia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lombardia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Est","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Est","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Est","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma di Bolzano/Bozen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma di Bolzano/Bozen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma di Bolzano/Bozen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma di Trento","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma di Trento","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma di Trento","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Veneto","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Veneto","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Veneto","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Friuli-Venezia Giulia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Friuli-Venezia Giulia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Friuli-Venezia Giulia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Emilia-Romagna","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Emilia-Romagna","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Emilia-Romagna","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Est (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Est (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Nord-Est (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma Bolzano/Bozen (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma Bolzano/Bozen (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma Bolzano/Bozen (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma Trento (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma Trento (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Provincia Autonoma Trento (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Veneto (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Veneto (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Veneto (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Friuli-Venezia Giulia (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Friuli-Venezia Giulia (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Friuli-Venezia Giulia (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Emilia-Romagna (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Emilia-Romagna (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Emilia-Romagna (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centro (IT)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centro (IT)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centro (IT)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Toscana","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Toscana","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Toscana","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Umbria","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Umbria","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Umbria","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Marche","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Marche","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Marche","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lazio","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lazio","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lazio","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centro (I) (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centro (I) (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Centro (I) (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Toscana (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Toscana (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Toscana (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Umbria (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Umbria (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Umbria (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Marche (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Marche (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Marche (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lazio (NUTS 2006)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lazio (NUTS 2006)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Lazio (NUTS 2006)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2016","Sud","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
