"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2012","Oberpfalz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Oberpfalz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Oberpfalz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Oberfranken","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Oberfranken","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Oberfranken","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mittelfranken","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mittelfranken","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mittelfranken","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Unterfranken","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Unterfranken","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Unterfranken","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schwaben","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schwaben","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schwaben","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Berlin","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.80",""
"2012","Berlin","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":","c"
"2012","Berlin","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Berlin","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Berlin","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Berlin","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Brandenburg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","518.50",""
"2012","Brandenburg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","18.10",""
"2012","Brandenburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Brandenburg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Brandenburg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Brandenburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Bremen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.70",""
"2012","Bremen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Bremen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Bremen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Bremen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Bremen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hamburg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.40",""
"2012","Hamburg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":","c"
"2012","Hamburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hamburg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hamburg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hamburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hessen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","294.40",""
"2012","Hessen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.80",""
"2012","Hessen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Darmstadt","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Darmstadt","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Darmstadt","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Gießen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Gießen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Gießen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kassel","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kassel","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kassel","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mecklenburg-Vorpommern","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","597.80",""
"2012","Mecklenburg-Vorpommern","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.80",""
"2012","Mecklenburg-Vorpommern","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mecklenburg-Vorpommern","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mecklenburg-Vorpommern","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Mecklenburg-Vorpommern","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Niedersachsen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","885.00",""
"2012","Niedersachsen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":","u"
"2012","Niedersachsen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Braunschweig","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Braunschweig","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Braunschweig","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hannover","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hannover","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Hannover","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Lüneburg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Lüneburg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Lüneburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Weser-Ems","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Weser-Ems","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Weser-Ems","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Nordrhein-Westfalen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","611.90",""
"2012","Nordrhein-Westfalen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.40",""
"2012","Nordrhein-Westfalen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Düsseldorf","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Düsseldorf","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Düsseldorf","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Köln","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Köln","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Köln","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Münster","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Münster","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Münster","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Detmold","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Detmold","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Detmold","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Arnsberg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Arnsberg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Arnsberg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Rheinland-Pfalz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","238.80",""
"2012","Rheinland-Pfalz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.50",""
"2012","Rheinland-Pfalz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Koblenz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Koblenz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Koblenz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Trier","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Trier","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Trier","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Rheinhessen-Pfalz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Rheinhessen-Pfalz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Rheinhessen-Pfalz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Saarland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","22.30",""
"2012","Saarland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.10",""
"2012","Saarland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Saarland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Saarland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Saarland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sachsen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","400.50",""
"2012","Sachsen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","8.30",""
"2012","Sachsen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dresden","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dresden","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dresden","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Chemnitz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Chemnitz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Chemnitz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Leipzig","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Leipzig","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Leipzig","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sachsen-Anhalt","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","569.00",""
"2012","Sachsen-Anhalt","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","10.80",""
"2012","Sachsen-Anhalt","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sachsen-Anhalt","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sachsen-Anhalt","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sachsen-Anhalt","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schleswig-Holstein","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","331.00",""
"2012","Schleswig-Holstein","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":","u"
"2012","Schleswig-Holstein","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schleswig-Holstein","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schleswig-Holstein","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Schleswig-Holstein","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Thüringen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","366.90",""
"2012","Thüringen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","9.20",""
"2012","Thüringen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Thüringen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Thüringen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Thüringen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Estonia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","290.50",""
"2012","Estonia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","11.00",""
"2012","Estonia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Eesti","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","290.50",""
"2012","Eesti","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","11.00",""
"2012","Eesti","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Ireland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","314.48",""
"2012","Ireland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.09","d"
"2012","Ireland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Éire/Ireland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","314.48",""
"2012","Éire/Ireland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.09","d"
"2012","Éire/Ireland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Northern and Western","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Northern and Western","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Northern and Western","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Southern","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Southern","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Southern","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Eastern and Midland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Eastern and Midland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Eastern and Midland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Border, Midland and Western (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","65.05",""
"2012","Border, Midland and Western (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.55","d"
"2012","Border, Midland and Western (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Southern and Eastern (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","249.43",""
"2012","Southern and Eastern (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.54","d"
"2012","Southern and Eastern (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Greece","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","982.93",""
"2012","Greece","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","24.09",""
"2012","Greece","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Voreia Ellada","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","624.89",""
"2012","Voreia Ellada","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","15.33",""
"2012","Voreia Ellada","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Anatoliki Makedonia, Thraki","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","154.61",""
"2012","Anatoliki Makedonia, Thraki","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.84",""
"2012","Anatoliki Makedonia, Thraki","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kentriki Makedonia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","328.03",""
"2012","Kentriki Makedonia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","9.12",""
"2012","Kentriki Makedonia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dytiki Makedonia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","129.64",""
"2012","Dytiki Makedonia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.20",""
"2012","Dytiki Makedonia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Ipeiros","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","12.61",""
"2012","Ipeiros","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.17",""
"2012","Ipeiros","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Voreia Ellada (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","799.85",""
"2012","Voreia Ellada (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","18.68",""
"2012","Voreia Ellada (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Anatoliki Makedonia, Thraki (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","154.61",""
"2012","Anatoliki Makedonia, Thraki (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.50",""
"2012","Anatoliki Makedonia, Thraki (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kentriki Makedonia (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","328.03",""
"2012","Kentriki Makedonia (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","5.63",""
"2012","Kentriki Makedonia (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dytiki Makedonia (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","129.64",""
"2012","Dytiki Makedonia (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","6.35",""
"2012","Dytiki Makedonia (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Thessalia (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","187.57",""
"2012","Thessalia (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","5.20",""
"2012","Thessalia (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kentriki Ellada","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","339.31",""
"2012","Kentriki Ellada","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.91",""
"2012","Kentriki Ellada","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Thessalia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","187.57",""
"2012","Thessalia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.26",""
"2012","Thessalia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Ionia Nisia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.20",""
"2012","Ionia Nisia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.06",""
"2012","Ionia Nisia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dytiki Ellada","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","62.51",""
"2012","Dytiki Ellada","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.50",""
"2012","Dytiki Ellada","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sterea Ellada","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","68.05",""
"2012","Sterea Ellada","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.35",""
"2012","Sterea Ellada","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Peloponnisos","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","19.00",""
"2012","Peloponnisos","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.73",""
